TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster
0.0072074419574224,0.8387096774193548,0.2448275862068965,0.0,0.33683185966818,1.0,37.0,0.0,0.0,1
0.1959402767282487,0.8064516129032258,0.4517241379310344,0.0,0.9180546275595326,1.0,15.0,0.0,0.0,0
0.0656799645621075,0.0161290322580645,0.1586206896551724,0.0,0.0686373493117443,1.0,23.0,3.0,4.0,0
0.0960158428225239,0.1290322580645161,0.0517241379310344,0.0,0.569197956003802,1.0,34.0,3.0,4.0,1
0.0068739088516559,0.435483870967742,0.6482758620689656,0.0,0.4925911187531677,0.0,1.0,3.0,4.0,2
0.0478880579513771,0.0,0.5586206896551724,0.0,0.0457378431027227,1.0,29.0,0.0,4.0,1
0.0035542121583239,0.3064516129032258,0.4448275862068965,0.0,0.8883303734554748,0.0,40.0,0.0,0.0,1
0.0891992599734215,0.7903225806451613,0.9689655172413792,0.0,0.1811546077971383,0.0,16.0,1.0,3.0,0
0.0552257862782395,0.532258064516129,0.2620689655172413,0.0,0.6045605421617909,0.0,11.0,1.0,1.0,2
0.4250983662089272,0.5967741935483871,0.3793103448275862,0.0,0.0618838535862023,1.0,26.0,0.0,0.0,0
0.0091304687703572,0.5483870967741935,0.1689655172413793,0.0,0.5040264197666963,0.0,0.0,3.0,1.0,2
0.0988925658597597,0.0483870967741935,0.5620689655172414,0.0,0.0959591953613493,1.0,22.0,3.0,4.0,0
0.2575813638377153,0.0967741935483871,0.3482758620689655,0.0,0.1020902428892351,0.0,23.0,1.0,4.0,0
0.4072751908695312,0.1290322580645161,0.3896551724137931,0.0,0.0059448508208115,1.0,22.0,0.0,4.0,0
0.0868905855069442,0.0,0.4275862068965517,0.0,0.0133550764482003,1.0,21.0,3.0,4.0,0
0.2424316647992287,0.2903225806451612,0.4103448275862069,0.0,0.2261443031201728,1.0,10.0,0.0,1.0,2
0.2895171587148552,0.0161290322580645,0.5103448275862069,0.0,0.0692362708496619,0.0,2.0,1.0,4.0,2
0.2567527425280767,0.3387096774193548,0.7724137931034483,0.0,0.3366812890458528,1.0,8.0,3.0,1.0,2
0.0095994997003413,0.6612903225806451,0.3310344827586207,0.0,0.5274757776233234,0.0,0.0,1.0,3.0,2
0.0371159809260755,0.0,0.5482758620689655,0.0,0.4347283074114356,0.0,8.0,3.0,4.0,2
0.0307788519165124,0.8548387096774193,0.096551724137931,0.0,0.3797633083592239,1.0,20.0,1.0,3.0,0
0.0445631498032675,0.3225806451612903,0.2862068965517241,0.0,0.607992073532239,1.0,19.0,1.0,0.0,0
0.0270682961148604,0.3387096774193548,0.3793103448275862,0.0,0.5964801428269905,1.0,1.0,3.0,1.0,2
0.1800974542043411,0.0645161290322581,0.4551724137931034,0.5,0.0874687599568185,1.0,13.0,3.0,4.0,0
0.0757120150089897,0.0483870967741935,0.296551724137931,0.0,0.12299132740103,1.0,34.0,3.0,4.0,1
0.0037678818042056,0.7580645161290323,0.9172413793103448,0.0,0.2375130572961549,0.0,15.0,3.0,3.0,0
0.128550954999088,0.0806451612903226,0.5103448275862069,1.0,0.038456005818479,1.0,24.0,0.0,4.0,0
0.0208770878390702,0.3064516129032258,0.293103448275862,0.0,0.1737793360642184,1.0,25.0,1.0,1.0,0
0.0662844933163092,0.4193548387096775,0.6448275862068966,0.0,0.112310223879694,1.0,19.0,3.0,0.0,0
0.0291372436615681,0.1451612903225806,0.9413793103448276,0.0,0.0840533611530483,1.0,11.0,1.0,4.0,2
0.0146181306511712,0.6612903225806451,0.0344827586206896,0.0,0.5534290442664186,0.0,24.0,3.0,0.0,0
0.0306746228209604,0.1774193548387097,0.8517241379310345,0.0,0.6535296039320443,1.0,3.0,0.0,0.0,2
0.2064726268337806,0.5,0.5448275862068966,0.5,0.6445565359077325,1.0,27.0,0.0,1.0,0
0.4573312140083904,0.0645161290322581,0.4827586206896552,0.0,0.0200144655347878,1.0,20.0,3.0,4.0,0
0.1328920968288297,0.435483870967742,0.1379310344827586,0.0,0.9891024512090688,0.0,38.0,1.0,0.0,1
0.0648826119811345,0.5,0.1206896551724138,0.0,0.3806929475140387,1.0,40.0,1.0,1.0,1
0.0405815983531802,0.1290322580645161,0.4655172413793103,0.0,0.0537322020819077,1.0,25.0,1.0,4.0,0
0.3382338379758709,0.9193548387096776,0.4379310344827586,0.0,0.3209446424418253,1.0,39.0,0.0,3.0,1
0.4143367120931808,0.7741935483870968,0.2758620689655172,0.25,0.5252246123814761,1.0,23.0,0.0,0.0,0
0.1747765588764103,0.5967741935483871,0.7103448275862069,0.0,0.061716478206919,1.0,29.0,3.0,3.0,1
0.1710451572556479,0.7258064516129032,0.3758620689655172,0.0,0.2838262952770566,1.0,36.0,0.0,3.0,1
0.0175938713291815,0.3225806451612903,0.0310344827586206,0.0,0.948677600065606,1.0,31.0,3.0,0.0,1
0.1256794434166297,0.6290322580645161,0.3655172413793103,0.0,0.8910399724670863,0.0,5.0,3.0,0.0,2
0.028694270005472,0.0161290322580645,0.3689655172413792,0.0,0.0094469621704755,1.0,41.0,0.0,4.0,1
0.1584542825129635,0.1451612903225806,0.0793103448275862,0.0,0.0515811931915191,1.0,21.0,1.0,4.0,0
0.2267034942804283,0.903225806451613,0.2758620689655172,0.0,0.3073274117851088,1.0,6.0,1.0,3.0,2
0.0855877218125439,0.1290322580645161,0.2241379310344827,0.0,0.0946457355576557,1.0,3.0,1.0,4.0,2
0.2657737707481043,0.0161290322580645,0.3275862068965517,0.0,0.0457391874832792,1.0,29.0,3.0,4.0,1
0.3265706021835995,0.1290322580645161,0.4413793103448276,0.0,0.011041397510476,1.0,10.0,3.0,4.0,2
